"source","ingredientPhrase"
"https://pinchofyum.com/sweet-potato-peanut-soup","1 14-ounce can light coconut milk"
"https://pinchofyum.com/sweet-potato-peanut-soup","2 cups water"
"https://pinchofyum.com/sweet-potato-peanut-soup","1 teaspoon salt"
"https://pinchofyum.com/sweet-potato-peanut-soup","1 teaspoon curry and/or turmeric"
"https://pinchofyum.com/sweet-potato-peanut-soup","1/2 cup chopped peanuts"
"https://pinchofyum.com/sweet-potato-peanut-soup","1/4 cup peanut butter"
"https://pinchofyum.com/sweet-potato-peanut-soup","1-2 cups kale, stems removed, chopped"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1 1/2 teaspoons unsalted butter"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","2 leeks, white part only, trimmed and thinly sliced"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","4 cups unsalted chicken stock"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1 teaspoon chopped fresh thyme"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","5/8 teaspoon kosher salt"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1/4 teaspoon black pepper"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","2 cups frozen green peas"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1 pound fresh asparagus, trimmed and coarsely chopped"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1/4 cup chopped fresh flat-leaf parsley, divided"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","1 tablespoon white vinegar"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","4 large eggs"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","2 teaspoons extra-virgin olive oil"
"https://www.myrecipes.com/recipe/green-pea-asparagus-soup-poached-eggs-toast","4 (1/2-ounce) pieces crusty multigrain bread, toasted"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","1 pound large shrimp, peeled and deveined"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","Salt to taste"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","⅛ teaspoon sugar"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","2 tablespoons canola oil or light sesame oil"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","1 tablespoon minced ginger"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","1 tablespoon minced garlic"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","¼ to ½ teaspoon crumbled dried red chili"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","2 tablespoons sesame seeds"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","1 generous bunch spinach (about 1 pound), stems trimmed at the end, rinsed in 2 changes water"
"https://cooking.nytimes.com/recipes/12382-stir-fried-sesame-shrimp-and-spinach","2 teaspoons dark sesame oil"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","5&frac25 fl. oz. Coconut Milk"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","9 oz. Carrot"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","¼ oz. Cilantro"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","2 Heads of Baby Bok Choy"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","14 oz. Pork Tenderloin"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","2 tsp. Chopped Ginger"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","1½ oz. Tamarind Concentrate"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","1 fl. oz. Sweet Chili Sauce"
"https://www.homechef.com/meals/tamarind-glazed-pork-medallions","½ oz. Hazelnut Pieces"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","One 5-ounce (142g) canned oil- or water-packed tuna, drained well"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","1/2 cup (120g) Hellmann's mayonnaise (see note)"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","2 tablespoons (10g) panko bread crumbs (optional; see note)"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","Kosher salt and freshly ground black pepper"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","Two 1-inch-thick slices (for open-faced) or four 1/2-inch-thick slices (for closed sandwiches) white sandwich bread"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","Vegetable oil, clarified butter, and/or melted butter, for brushing the bread"
"https://www.seriouseats.com/recipes/2020/04/classic-diner-style-tuna-melt.html","4 slices Cheddar or American cheese"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","2 eggs"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","2 tablespoons whole milk"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","1 teaspoon salt, plus more for seasoning"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","½ teaspoon ground black pepper, plus more for seasoning"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","1 cup all-purpose flour"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","⅓ cup olive oil"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","⅓ cup vegetable oil"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","4 to 6 large boneless, skinless chicken cutlets (buy the cutlets thinly sliced, or buy regular boneless breasts and slice them in half horizontally to make thin pieces)"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","3 to 6 tablespoons unsalted butter"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","1 lemon, thinly sliced, seeds removed (optional)"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","½ cup dry white wine"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","Freshly squeezed juice of 1 lemon, more to taste"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","2 cups chicken stock"
"https://cooking.nytimes.com/recipes/1019577-chicken-francese","3 to 4 tablespoons freshly minced parsley"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","Pork:"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1 chipotle chile, canned in adobo sauce"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1 tablespoon olive oil"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1 (1-pound) pork tenderloin, trimmed"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1 tablespoon chopped fresh oregano"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","2 teaspoons ancho chile powder"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/2 teaspoon ground cumin"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/2 teaspoon kosher salt"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/4 teaspoon freshly ground black pepper"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","Cooking spray"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","Salsa:"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","4 (1/2-inch-thick) slices fresh pineapple"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/4 cup fresh cilantro leaves"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","3 tablespoons thinly sliced red onion"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","3 tablespoons fresh lime juice"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/4 teaspoon kosher salt"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","1/2 jalapeño, thinly sliced"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","Remaining ingredients:"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","8 (6-inch) corn tortillas"
"https://www.myrecipes.com/recipe/tacos-al-pastor-grilled-pineapple-salsa","8 lime wedges"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1 apple, peeled and cored"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1/4 cup raw oats"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1/2 cup vanilla Greek yogurt*"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1 Tbsp. almond butter"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1/2 cup vanilla almond milk**"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1/2 tsp. ground cinnamon"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","dash of ground nutmeg"
"http://www.runningwithspoons.com/2014/03/24/apple-pie-protein-smoothie","1/2 tsp. vanilla extract"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","22.5 ounces bread flour, plus more for dusting (630g; about 4 1/2 cups)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".5 ounces sugar (15g; about 1 1/2 tablespoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".35 ounces kosher salt (10g; about 1 tablespoon)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","1.125 ounces Extra Virgin olive oil (32g; about 3 tablespoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","15 ounces lukewarm water (420g; about 1 3/4 cups)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","22.5 ounces bread flour, plus more for dusting (630g; about 4 1/2 cups)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".5 ounces sugar (15g; about 1 1/2 tablespoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".35 ounces kosher salt (10g; about 1 tablespoon)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html",".35 ounces instant yeast, such as SAF Instant Yeast (10g; about 2 teaspoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","1.125 ounces Extra Virgin olive oil (32g; about 3 tablespoons)"
"https://www.seriouseats.com/recipes/2012/07/basic-new-york-style-pizza-dough.html","15 ounces lukewarm water (420g; about 1 3/4 cups)"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","2 Skin-On Salmon Fillets"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","½ cup Jasmine Rice"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","4 oz Green Beans"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","2 cloves Garlic"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","2 Scallions"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 Green Bell Pepper"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 bunch Cilantro & Mint"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","2 tsps Golden Mountain Sauce"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 1-Inch Piece Ginger"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 Bird's Eye Chile Pepper"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 stalk Lemongrass"
"https://www.blueapron.com/recipes/spicy-lemongrass-salmon-with-green-beans-herb-rice","1 Tbsp Rice Vinegar"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","3 tablespoons neutral oil, like canola"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","2 large onions, peeled and sliced"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","Pinch of kosher salt, or to taste"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","1 pound ground pork"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","4 cloves garlic, peeled and chopped"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","10-15 frozen cylindrical rice cakes (optional), or rice noodles, or pasta, or steamed rice"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","1 inch fresh ginger, peeled and chopped"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","3 tablespoons gochujang (Korean chili-bean paste)"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","1 tablespoon low-sodium soy sauce"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","1 tablespoon brown sugar"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","2 teaspoons Sichuan peppercorns (optional)"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","1 bunch kale or any hearty cooking greens, roughly chopped"
"https://cooking.nytimes.com/recipes/1018404-mapo-ragu","4 scallions, thinly sliced, for garnish"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","2 tablespoons avocado oil (or other high-heat oil), divided"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","1 pound flank steak, thinly-sliced"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","1 medium white onion, peeled and thinly sliced"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","1 large red bell pepper, cored and thinly sliced"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","4 cloves garlic, peeled and thinly sliced"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","1 batch Szechuan Sauce"
"https://www.gimmesomeoven.com/sizzlin-spicy-szechuan-stir-fry","optional toppings: thinly-sliced green onions, toasted sesame seeds, extra crushed red pepper flakes"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","8 ounces shredded pork ((heaping 2 cups) see notes for cooking suggestion)"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","1/4 cup hoisin sauce"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","4 cups baby bok choy, (thinly sliced )"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","3 cups red cabbage, (thinly sliced (about 1/2 head))"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","3 scallions (cut into julienne strips)"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","2 tablespoons olive oil"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","2 teaspoons ground ginger"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","1 teaspoon minced garlic ((about 2 cloves))"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","1/2 teaspoon crushed red pepper flakes"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","8 whole wheat tortillas ((8-to-10 inch))"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","2 cups shredded cheddar-jack cheese"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","1 large egg ((lightly beaten with 1 tablespoon water))"
"https://www.wellplated.com/sweet-and-spicy-asian-pork-quesadillas/","1/2 cup sesame seeds"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","8 large eggs, at room temperature"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","3 to 4 medium-size ripe tomatoes, halved through their equators"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","3 tablespoons ghee, butter, safflower oil or grapeseed oil"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","3 tablespoons virgin coconut oil"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","2 cups finely chopped onions"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","6 garlic cloves, finely grated or minced"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","2 tablespoons grated fresh ginger"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","½ teaspoon cumin seeds"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","1 (3-inch) cinnamon stick"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","8 cardamom pods, lightly crushed with the flat side of a knife"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","2 teaspoons ground coriander"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","1 teaspoon ground cumin"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","1 teaspoon ground turmeric"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","¼ teaspoon red pepper flakes"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","¼ teaspoon ground black pepper"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","2 teaspoons kosher salt"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","½ cup boiling water"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","1 to 2 teaspoons garam masala, to taste"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","3 tablespoons finely chopped cilantro"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","Plain yogurt, for serving (optional)"
"https://cooking.nytimes.com/recipes/1018673-ande-ki-kari-eggs-in-spicy-tomato-sauce","Cooked basmati rice or flatbread, for serving (optional)"
"https://www.skinnytaste.com/turkey-meatloaf-45","1/4 cup plus 2 tbsp ketchup, I use organic"
"https://www.skinnytaste.com/turkey-meatloaf-45","2 tsp Worcestershire sauce"
"https://www.skinnytaste.com/turkey-meatloaf-45","1/2 small onion, minced"
"https://www.skinnytaste.com/turkey-meatloaf-45","1 tsp olive oil"
"https://www.skinnytaste.com/turkey-meatloaf-45","1.3 lb 99% lean ground turkey"
"https://www.skinnytaste.com/turkey-meatloaf-45","1/2 cup seasoned whole wheat or gluten-free breadcrumbs, I like 4C"
"https://www.skinnytaste.com/turkey-meatloaf-45","1 large egg"
"https://www.skinnytaste.com/turkey-meatloaf-45","1 tsp marjoram"
"https://www.skinnytaste.com/turkey-meatloaf-45","1 teaspoon kosher salt"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","5 tablespoons olive oil"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","5 tablespoons red wine vinegar"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","1/2 cup chopped fresh basil"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","2 large garlic cloves, chopped"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","1 1/2 cups fresh corn kernels (cut from 3 ears) or frozen, thawed"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","1 1/4 pounds plum tomatoes, chopped"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","8 ounces penne pasta, freshly cooked"
"https://www.epicurious.com/recipes/food/views/pasta-salad-with-tomatoes-and-corn-103246","1/2 cup grated Parmesan cheese"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1/2 pound flank or sirloin steak"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1 1/2 teaspoons soy sauce"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1 teaspoon cornstarch"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","Freshly ground black pepper"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1 pound broccoli (cut into bite-size florets)"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1 tablespoon high-heat cooking oil (canola, vegetable, rice)"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","2 cloves garlic (finely minced)"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","1 teaspoon grated fresh ginger"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","3 tablespoons oyster sauce"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","2 teaspoons Chinese rice wine (or dry sherry (or omit))"
"https://steamykitchen.com/22980-chinese-broccoli-beef-recipe.html","2 teaspoons Chinese black vinegar (or young/cheap balsamic vinegar)"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","3/4 pound ground chicken"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","1 large egg"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","1/4 cup panko (Japanese breadcrumbs), or fresh breadcrumbs"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","2 tablespoons sliced scallions"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","2 teaspoons low-sodium soy sauce"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","1 1/2 teaspoons white miso paste"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","1 teaspoon finely grated ginger"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","1/4 teaspoon kosher salt"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","Soy dipping sauce (such as Soy-Lime Dipping Sauce)"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","Vegetable oil (for grill)"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","4 cups chicken broth or water"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","Kosher salt"
"https://www.epicurious.com/recipes/food/views/chicken-meatballs-with-ginger-and-miso","2 tablespoons vegetable oil"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","6 boiled eggs"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1 cup cottage cheese, rinsed with cold water and drained"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1 cup sliced celery (inner small pieces of celery preferred)"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1/2 cup sliced green onions, white and green parts (more or less to taste)"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","2 avocados, peeled and diced"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1 T fresh-squeezed lemon juice, for tossing with avocado (I used my fresh-frozen lemon juice, see notes)"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","salt to taste, for salting avocado (I used Vege-Sal, see notes)"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","fresh-ground black pepper and salt to taste for seasoning finished salad"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1/2 cup mayo"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1 T Dijon mustard (or use any mustard you prefer)"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1 T fresh-squeezed lemon juice"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1/2 tsp. dried dill weed"
"https://kalynskitchen.com/low-carb-high-protein-avocado-egg-salad","1/2 tsp. celery seed"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","2 tbsp white wine vinegar"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 tbsp olive oil"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 tsp Dijon mustard"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 tsp Italian herb mix ((or make your own with basil, parsley, oregano))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 garlic clove (, minced)"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1/2 tsp salt + black pepper"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 tbsp olive oil"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","4 x 110 - 120g/4oz chicken breasts (, skinless and boneless (Note 1))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1/2 tbsp olive oil ((if required))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 small onion (, finely chopped (brown, white, yellow))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 garlic clove (, minced)"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 red capsicum / bell pepper (, chopped)"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 1/2 cups risoni / orzo pasta ((Note 2))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","400 g / 14 oz can crushed tomato"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","3 cups chicken stock / broth"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 tsp Italian herb mix"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","Pinch of red pepper flakes ((chilli flakes) (optional))"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","Salt and pepper"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1/4 cup (3 tbsp) grated parmesan cheese (optional)"
"https://www.recipetineats.com/one-pot-italian-chicken-orzo-risoni-pasta","1 cup basil leaves"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","2 Tbsp unseasoned rice vinegar"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","5 Tbsp soy sauce (use gluten-free soy sauce if cooking gluten-free)"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 Tbsp honey"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 Tbsp peeled, grated fresh ginger"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 teaspoon chile pepper flakes"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 teaspoon ground cumin"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 1 1/4 to 1 1/2 lb top sirloin steak"
"https://www.simplyrecipes.com/recipes/stir_fry_ginger_beef","1 Tbsp cornstarch"
